web-scraper-order,web-scraper-start-url,companies_name_column,company_url_pg1-href,ville_pg1,site_pg1,site_pg1-href,company_pres,company_looking_for,category,equipe,equipe-href,team titles
1693133334-31,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Mariloo,https://www.welcometothejungle.com/en/companies/mariloo?q=d41d252ba7618dd060c973d7dce444ec&o=23001,Lille,Voir le site,https://mariloo.com/,"Mariloo contribue à préserver le patrimoine en simplifiant la location d'espaces pour des événements.Sa solution Saas offre aux établissements publics et privés le meilleur outil digital pour gérer leurs espaces, développer leur visibilité et créer des expériences uniques.","Mariloo c'est une équipe soudée autour d'un projet passionnant qui vise à redynamiser les territoires et préserver notre patrimoine historique et culturel.Ils recherchent des profils variés, centrés sur l'innovation, désireux de s'impliquer dans un projet innovant, et qui valorisent le travail d'équipe.Plus que le parcours scolaire ou professionnel, ce qui compte pour rejoindre Mariloo c'est de partager ses valeurs que sont  la bienveillance, l'innovation, le sens du service et la transmission.","Event Management, SaaS / Cloud Services, Software",Équipe,https://www.welcometothejungle.com/en/companies/mariloo/team-1,"Rencontrez Matthieu, Head of Marketing"
1693133334-32,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Mariloo,https://www.welcometothejungle.com/en/companies/mariloo?q=d41d252ba7618dd060c973d7dce444ec&o=23001,Lille,Voir le site,https://mariloo.com/,"Mariloo contribue à préserver le patrimoine en simplifiant la location d'espaces pour des événements.Sa solution Saas offre aux établissements publics et privés le meilleur outil digital pour gérer leurs espaces, développer leur visibilité et créer des expériences uniques.","Mariloo c'est une équipe soudée autour d'un projet passionnant qui vise à redynamiser les territoires et préserver notre patrimoine historique et culturel.Ils recherchent des profils variés, centrés sur l'innovation, désireux de s'impliquer dans un projet innovant, et qui valorisent le travail d'équipe.Plus que le parcours scolaire ou professionnel, ce qui compte pour rejoindre Mariloo c'est de partager ses valeurs que sont  la bienveillance, l'innovation, le sens du service et la transmission.","Event Management, SaaS / Cloud Services, Software",Équipe,https://www.welcometothejungle.com/en/companies/mariloo/team-1,"Rencontrez Davy , CSM"
1693133343-33,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Ripayon,https://www.welcometothejungle.com/en/companies/ripayon?q=d41d252ba7618dd060c973d7dce444ec&o=5782,Clichy,Voir le site,https://www.ripayon.com/,"Créé en 2017 par Geoffroy Darrieus et Thomas Brémard, Ripayon réinvente les déjeuners d'entreprise en livrant dans tout Paris et en première couronne des repas de groupe faits maison, livrés chauds, servis dans de grands plats collectifs à partager ou individuels, réutilisables à l'infini, pour une expérience conviviale, gourmande et 100% écoresponsable. Leur devise : Un repas est bien meilleur lorsqu'il est partagé.Leur objectif : Contribuer à changer les mentalités sur les repas en entreprise et prouver qu'un bon plat à partager en équipe est la meilleure manière de fédérer et de créer des liens entre collaborateurs. Ripayon entretient simplement des liens authentiques et durables entre collaborateurs.","Chez Ripayon, ils recherchent des collaborateurs prêts à travailler dans un univers start-up stimulant et à relever tous les défis auxquels ils font face au quotidien.
Dans son contexte de forte croissance, Ripayon recherche des talents dynamiques, passionnés et force de proposition aimant voir l'impact de leur action au quotidien. En résumé, des profils impliqués, curieux et rigoureux, ayant un intérêt particulier pour la FoodTech, et surtout l'envie de changer un peu le monde quand ils se lèvent le matin :)","FoodTech, Foodservice, Marketing / Communications",Équipe,https://www.welcometothejungle.com/en/companies/ripayon/team,"Rencontrez Thomas, Co-fondateur"
1693133343-34,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Ripayon,https://www.welcometothejungle.com/en/companies/ripayon?q=d41d252ba7618dd060c973d7dce444ec&o=5782,Clichy,Voir le site,https://www.ripayon.com/,"Créé en 2017 par Geoffroy Darrieus et Thomas Brémard, Ripayon réinvente les déjeuners d'entreprise en livrant dans tout Paris et en première couronne des repas de groupe faits maison, livrés chauds, servis dans de grands plats collectifs à partager ou individuels, réutilisables à l'infini, pour une expérience conviviale, gourmande et 100% écoresponsable. Leur devise : Un repas est bien meilleur lorsqu'il est partagé.Leur objectif : Contribuer à changer les mentalités sur les repas en entreprise et prouver qu'un bon plat à partager en équipe est la meilleure manière de fédérer et de créer des liens entre collaborateurs. Ripayon entretient simplement des liens authentiques et durables entre collaborateurs.","Chez Ripayon, ils recherchent des collaborateurs prêts à travailler dans un univers start-up stimulant et à relever tous les défis auxquels ils font face au quotidien.
Dans son contexte de forte croissance, Ripayon recherche des talents dynamiques, passionnés et force de proposition aimant voir l'impact de leur action au quotidien. En résumé, des profils impliqués, curieux et rigoureux, ayant un intérêt particulier pour la FoodTech, et surtout l'envie de changer un peu le monde quand ils se lèvent le matin :)","FoodTech, Foodservice, Marketing / Communications",Équipe,https://www.welcometothejungle.com/en/companies/ripayon/team,"Rencontrez Geoffroy, Co-fondateur"
1693133343-35,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Ripayon,https://www.welcometothejungle.com/en/companies/ripayon?q=d41d252ba7618dd060c973d7dce444ec&o=5782,Clichy,Voir le site,https://www.ripayon.com/,"Créé en 2017 par Geoffroy Darrieus et Thomas Brémard, Ripayon réinvente les déjeuners d'entreprise en livrant dans tout Paris et en première couronne des repas de groupe faits maison, livrés chauds, servis dans de grands plats collectifs à partager ou individuels, réutilisables à l'infini, pour une expérience conviviale, gourmande et 100% écoresponsable. Leur devise : Un repas est bien meilleur lorsqu'il est partagé.Leur objectif : Contribuer à changer les mentalités sur les repas en entreprise et prouver qu'un bon plat à partager en équipe est la meilleure manière de fédérer et de créer des liens entre collaborateurs. Ripayon entretient simplement des liens authentiques et durables entre collaborateurs.","Chez Ripayon, ils recherchent des collaborateurs prêts à travailler dans un univers start-up stimulant et à relever tous les défis auxquels ils font face au quotidien.
Dans son contexte de forte croissance, Ripayon recherche des talents dynamiques, passionnés et force de proposition aimant voir l'impact de leur action au quotidien. En résumé, des profils impliqués, curieux et rigoureux, ayant un intérêt particulier pour la FoodTech, et surtout l'envie de changer un peu le monde quand ils se lèvent le matin :)","FoodTech, Foodservice, Marketing / Communications",Équipe,https://www.welcometothejungle.com/en/companies/ripayon/team,"Rencontrez Manon, Responsable de l'offre culinaire"
1693133343-36,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Ripayon,https://www.welcometothejungle.com/en/companies/ripayon?q=d41d252ba7618dd060c973d7dce444ec&o=5782,Clichy,Voir le site,https://www.ripayon.com/,"Créé en 2017 par Geoffroy Darrieus et Thomas Brémard, Ripayon réinvente les déjeuners d'entreprise en livrant dans tout Paris et en première couronne des repas de groupe faits maison, livrés chauds, servis dans de grands plats collectifs à partager ou individuels, réutilisables à l'infini, pour une expérience conviviale, gourmande et 100% écoresponsable. Leur devise : Un repas est bien meilleur lorsqu'il est partagé.Leur objectif : Contribuer à changer les mentalités sur les repas en entreprise et prouver qu'un bon plat à partager en équipe est la meilleure manière de fédérer et de créer des liens entre collaborateurs. Ripayon entretient simplement des liens authentiques et durables entre collaborateurs.","Chez Ripayon, ils recherchent des collaborateurs prêts à travailler dans un univers start-up stimulant et à relever tous les défis auxquels ils font face au quotidien.
Dans son contexte de forte croissance, Ripayon recherche des talents dynamiques, passionnés et force de proposition aimant voir l'impact de leur action au quotidien. En résumé, des profils impliqués, curieux et rigoureux, ayant un intérêt particulier pour la FoodTech, et surtout l'envie de changer un peu le monde quand ils se lèvent le matin :)","FoodTech, Foodservice, Marketing / Communications",Équipe,https://www.welcometothejungle.com/en/companies/ripayon/team,"Rencontrez Clémentine, Responsable des opérations"
1693133343-37,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,Ripayon,https://www.welcometothejungle.com/en/companies/ripayon?q=d41d252ba7618dd060c973d7dce444ec&o=5782,Clichy,Voir le site,https://www.ripayon.com/,"Créé en 2017 par Geoffroy Darrieus et Thomas Brémard, Ripayon réinvente les déjeuners d'entreprise en livrant dans tout Paris et en première couronne des repas de groupe faits maison, livrés chauds, servis dans de grands plats collectifs à partager ou individuels, réutilisables à l'infini, pour une expérience conviviale, gourmande et 100% écoresponsable. Leur devise : Un repas est bien meilleur lorsqu'il est partagé.Leur objectif : Contribuer à changer les mentalités sur les repas en entreprise et prouver qu'un bon plat à partager en équipe est la meilleure manière de fédérer et de créer des liens entre collaborateurs. Ripayon entretient simplement des liens authentiques et durables entre collaborateurs.","Chez Ripayon, ils recherchent des collaborateurs prêts à travailler dans un univers start-up stimulant et à relever tous les défis auxquels ils font face au quotidien.
Dans son contexte de forte croissance, Ripayon recherche des talents dynamiques, passionnés et force de proposition aimant voir l'impact de leur action au quotidien. En résumé, des profils impliqués, curieux et rigoureux, ayant un intérêt particulier pour la FoodTech, et surtout l'envie de changer un peu le monde quand ils se lèvent le matin :)","FoodTech, Foodservice, Marketing / Communications",Équipe,https://www.welcometothejungle.com/en/companies/ripayon/team,"Rencontrez Antoine, Directeur du développement"
1693133352-38,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,leChaudron.io,https://www.welcometothejungle.com/en/companies/lechaudron-io?q=d41d252ba7618dd060c973d7dce444ec&o=23283,Nantes,Voir le site,https://lechaudron.io/,"leChaudron.io accompagne les décideurs et les équipes d’entreprises privées et du secteur public qui souhaitent (re)définir une stratégie et conduire un changement d’organisation ou de culture, dans un contexte de fortes transitions. La mission du Chaudron.io se résume en 3 mots :
Conseiller – Embarquer – Ancrer. Conseiller, éclairer les dirigeants. Les aider à poser une vision et donner du sens à leur projet de transformation. Embarquer les équipes en concevant et déployant des expériences apprenantes (évènements) sur mesure. Ancrer les réflexes et les mécanismes dans la durée en aidant chaque organisation à construire ses communautés apprenantes et en créant pour elle des contenus éditoriaux personnalisés de qualité.","Des talents qui souhaitent s'impliquer dans un projet d'entreprise ayant du sens, de l'impact.Des personnes curieux·ses, passionnés de ""l'Apprendre"" (découverte, expérimentation, transmission).Des personnes ayant une approche entrepreneuriale de leur métier, faisant preuve d'adaptabilité et d'autonomie, et dotée d'un fort sens du Service Client.","Change Management, Event Management, Job Training",Équipe,https://www.welcometothejungle.com/en/companies/lechaudron-io/team-1,"Rencontrez Julien, Directeur Général"
1693133352-39,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,leChaudron.io,https://www.welcometothejungle.com/en/companies/lechaudron-io?q=d41d252ba7618dd060c973d7dce444ec&o=23283,Nantes,Voir le site,https://lechaudron.io/,"leChaudron.io accompagne les décideurs et les équipes d’entreprises privées et du secteur public qui souhaitent (re)définir une stratégie et conduire un changement d’organisation ou de culture, dans un contexte de fortes transitions. La mission du Chaudron.io se résume en 3 mots :
Conseiller – Embarquer – Ancrer. Conseiller, éclairer les dirigeants. Les aider à poser une vision et donner du sens à leur projet de transformation. Embarquer les équipes en concevant et déployant des expériences apprenantes (évènements) sur mesure. Ancrer les réflexes et les mécanismes dans la durée en aidant chaque organisation à construire ses communautés apprenantes et en créant pour elle des contenus éditoriaux personnalisés de qualité.","Des talents qui souhaitent s'impliquer dans un projet d'entreprise ayant du sens, de l'impact.Des personnes curieux·ses, passionnés de ""l'Apprendre"" (découverte, expérimentation, transmission).Des personnes ayant une approche entrepreneuriale de leur métier, faisant preuve d'adaptabilité et d'autonomie, et dotée d'un fort sens du Service Client.","Change Management, Event Management, Job Training",Équipe,https://www.welcometothejungle.com/en/companies/lechaudron-io/team-1,"Rencontrez Julie, Responsable Communautés Apprenantes"
1693133352-40,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,leChaudron.io,https://www.welcometothejungle.com/en/companies/lechaudron-io?q=d41d252ba7618dd060c973d7dce444ec&o=23283,Nantes,Voir le site,https://lechaudron.io/,"leChaudron.io accompagne les décideurs et les équipes d’entreprises privées et du secteur public qui souhaitent (re)définir une stratégie et conduire un changement d’organisation ou de culture, dans un contexte de fortes transitions. La mission du Chaudron.io se résume en 3 mots :
Conseiller – Embarquer – Ancrer. Conseiller, éclairer les dirigeants. Les aider à poser une vision et donner du sens à leur projet de transformation. Embarquer les équipes en concevant et déployant des expériences apprenantes (évènements) sur mesure. Ancrer les réflexes et les mécanismes dans la durée en aidant chaque organisation à construire ses communautés apprenantes et en créant pour elle des contenus éditoriaux personnalisés de qualité.","Des talents qui souhaitent s'impliquer dans un projet d'entreprise ayant du sens, de l'impact.Des personnes curieux·ses, passionnés de ""l'Apprendre"" (découverte, expérimentation, transmission).Des personnes ayant une approche entrepreneuriale de leur métier, faisant preuve d'adaptabilité et d'autonomie, et dotée d'un fort sens du Service Client.","Change Management, Event Management, Job Training",Équipe,https://www.welcometothejungle.com/en/companies/lechaudron-io/team-1,"Rencontrez Clément, Consultant"
1693133352-41,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,leChaudron.io,https://www.welcometothejungle.com/en/companies/lechaudron-io?q=d41d252ba7618dd060c973d7dce444ec&o=23283,Nantes,Voir le site,https://lechaudron.io/,"leChaudron.io accompagne les décideurs et les équipes d’entreprises privées et du secteur public qui souhaitent (re)définir une stratégie et conduire un changement d’organisation ou de culture, dans un contexte de fortes transitions. La mission du Chaudron.io se résume en 3 mots :
Conseiller – Embarquer – Ancrer. Conseiller, éclairer les dirigeants. Les aider à poser une vision et donner du sens à leur projet de transformation. Embarquer les équipes en concevant et déployant des expériences apprenantes (évènements) sur mesure. Ancrer les réflexes et les mécanismes dans la durée en aidant chaque organisation à construire ses communautés apprenantes et en créant pour elle des contenus éditoriaux personnalisés de qualité.","Des talents qui souhaitent s'impliquer dans un projet d'entreprise ayant du sens, de l'impact.Des personnes curieux·ses, passionnés de ""l'Apprendre"" (découverte, expérimentation, transmission).Des personnes ayant une approche entrepreneuriale de leur métier, faisant preuve d'adaptabilité et d'autonomie, et dotée d'un fort sens du Service Client.","Change Management, Event Management, Job Training",Équipe,https://www.welcometothejungle.com/en/companies/lechaudron-io/team-1,"Rencontrez Ysée, Chargée d'affaires et communication"
1693133352-42,https://www.welcometothejungle.com/en/companies?page=4&aroundQuery=France&refinementList%5Boffices.country_code%5D%5B%5D=FR&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Digital&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Marketing%20%2F%20Communications&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Advertising&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Event%20Management&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=AdTech%20%2F%20MarTech&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Design&refinementList%5Bsectors_name.en.Advertising%20%2F%20Marketing%20%2F%20Agency%5D%5B%5D=Public%20Relations&refinementList%5Bsize.en%5D%5B%5D=%3C%2015%20employees,leChaudron.io,https://www.welcometothejungle.com/en/companies/lechaudron-io?q=d41d252ba7618dd060c973d7dce444ec&o=23283,Nantes,Voir le site,https://lechaudron.io/,"leChaudron.io accompagne les décideurs et les équipes d’entreprises privées et du secteur public qui souhaitent (re)définir une stratégie et conduire un changement d’organisation ou de culture, dans un contexte de fortes transitions. La mission du Chaudron.io se résume en 3 mots :
Conseiller – Embarquer – Ancrer. Conseiller, éclairer les dirigeants. Les aider à poser une vision et donner du sens à leur projet de transformation. Embarquer les équipes en concevant et déployant des expériences apprenantes (évènements) sur mesure. Ancrer les réflexes et les mécanismes dans la durée en aidant chaque organisation à construire ses communautés apprenantes et en créant pour elle des contenus éditoriaux personnalisés de qualité.","Des talents qui souhaitent s'impliquer dans un projet d'entreprise ayant du sens, de l'impact.Des personnes curieux·ses, passionnés de ""l'Apprendre"" (découverte, expérimentation, transmission).Des personnes ayant une approche entrepreneuriale de leur métier, faisant preuve d'adaptabilité et d'autonomie, et dotée d'un fort sens du Service Client.","Change Management, Event Management, Job Training",Équipe,https://www.welcometothejungle.com/en/companies/lechaudron-io/team-1,"Rencontrez Matthieu, Directeur des partenariats"
